#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
263839	852495	948461	32893	852757	YBR196C	b3962	PGI1	sthA	CDC30|glucose-6-phosphate isomerase|L000001410|L000001409	ECK3954|JW5551|sth|udhA	Synthetic Rescue	genetic	Heux S (2008)	PUBMED:18036177	559292	511145	Low Throughput	-	-	Expression of the E. coli transhydrogenase Udha/sthA can partially restore the growth of the ENYpgi1 yeast mutant on glucose.|S. cerevisiae does not have a functional ortholog of the E. coli transhydrogenase UdhA/sthA.  This was not a cross-species complementation experiment.	-	BIOGRID	P12709	-	NP_009755	P27306	-	NP_418397	APO:0000094	metabolism and growth	phenotype	-	-	partial rescue	Saccharomyces cerevisiae (S288c)	Escherichia coli (K12/MG1655)
2568598	947955	945746	852264	850113	b3449	b1183	ugpQ	umuD	ECK3433|JW3414	ECK1171|JW1172	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P10908	-	NP_417906	P0AG11	-	NP_415701	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568599	945399	945746	849773	850113	b0785	b1183	moaE	umuD	ECK0774|JW0768	ECK1171|JW1172	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P30749	-	NP_415306	P0AG11	-	NP_415701	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568600	947600	945746	851916	850113	b3087	b1183	ygjR	umuD	ECK3077|JW3058	ECK1171|JW1172	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P42599	-	NP_417558	P0AG11	-	NP_415701	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568601	948297	948297	852595	852595	b3783	b3783	rho	rho	ECK3775|JW3756|hdf|nitA|nusD|psuA|rnsC|sbaA|sun|tabC|tsu	ECK3775|JW3756|hdf|nitA|nusD|psuA|rnsC|sbaA|sun|tabC|tsu	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AG30	-	NP_418230	P0AG30	-	NP_418230	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568602	947802	949057	852114	853300	b3306	b3186	rpsH	rplU	ECK3293|JW3268	ECK3175|JW3153	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A7W7	-	NP_417765	P0AG48	-	NP_417653	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568603	946262	945049	850621	849438	b0058	b0398	rluA	sbcD	ECK0059|JW0057|yabO	ECK0392|JW0388|yajA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AA37	-	NP_414600	P0AG76	-	NP_414932	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568604	944821	947720	849222	852033	b0098	b3175	secA	secG	ECK0099|JW0096|azi|pea|prlD	ECK3164|JW3142|prlH	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P10408	-	NP_414640	P0AG99	-	NP_417642	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568605	946396	947050	850753	851388	b1884	b2573	cheR	rpoE	ECK1885|JW1873|cheX	ECK2571|JW2557|sigE	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P07364	-	NP_416398	P0AGB6	-	NP_417068	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568606	947053	947050	851391	851388	b2572	b2573	rseA	rpoE	ECK2570|JW2556|mclA|yfiJ	ECK2571|JW2557|sigE	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFX7	-	NP_417067	P0AGB6	-	NP_417068	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568607	947050	947050	851388	851388	b2573	b2573	rpoE	rpoE	ECK2571|JW2557|sigE	ECK2571|JW2557|sigE	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AGB6	-	NP_417068	P0AGB6	-	NP_417068	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568608	947978	947102	852287	851437	b3464	b2610	ftsY	ffh	ECK3448|JW3429	ECK2607|JW5414	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P10121	-	NP_417921	P0AGD7	-	NP_417101	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568609	945105	948570	849494	852864	b0470	b4059	dnaX	ssb	ECK0464|JW0459|dnaZ	ECK4051|JW4020|exrB|lexC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P06710	-	NP_415003	P0AGE0	-	NP_418483	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568610	947275	947274	851605	851604	b2810	b2811	csdA	csdE	ECK2806|JW2781|ygdJ	ECK2807|JW2782|ygdK	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	Q46925	-	NP_417290	P0AGF2	-	NP_417291	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568611	947301	947062	851629	851399	b2829	b2582	ptsP	trxC	ECK2825|JW2797|ygdF|ygdO	ECK2580|JW2566|yfiG	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P37177	-	NP_417306	P0AGG4	-	NP_417077	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568612	946103	947062	850463	851399	b1559	b2582	quuQ	trxC	ECK1553|JW1551|ydfT	ECK2580|JW2566|yfiG	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76161	-	NP_416077	P0AGG4	-	NP_417077	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568613	948175	948161	852481	852468	b3661	b3651	nlpA	trmH	ECK3651|JW3635	ECK3641|JW3626|spoU	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P04846	-	NP_418117	P0AGJ2	-	NP_418108	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568614	945787	948161	850154	852468	b1062	b3651	pyrC	trmH	ECK1047|JW1049	ECK3641|JW3626|spoU	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P05020	-	NP_415580	P0AGJ2	-	NP_418108	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568615	947780	948161	852092	852468	b3287	b3651	def	trmH	ECK3273|JW3248|fms	ECK3641|JW3626|spoU	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A6K3	-	NP_417745	P0AGJ2	-	NP_418108	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568616	945482	948161	849856	852468	b0853	b3651	ybjN	trmH	ECK0844|JW0837	ECK3641|JW3626|spoU	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AAY6	-	NP_415374	P0AGJ2	-	NP_418108	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568617	948161	948161	852468	852468	b3651	b3651	trmH	trmH	ECK3641|JW3626|spoU	ECK3641|JW3626|spoU	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AGJ2	-	NP_418108	P0AGJ2	-	NP_418108	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568618	947776	948161	852088	852468	b3281	b3651	aroE	trmH	ECK3268|JW3242	ECK3641|JW3626|spoU	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P15770	-	NP_417740	P0AGJ2	-	NP_418108	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568619	947573	948161	851889	852468	b0640	b3651	holA	trmH	ECK0633|JW0635	ECK3641|JW3626|spoU	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P28630	-	NP_415173	P0AGJ2	-	NP_418108	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568620	947400	947688	851722	852001	b2909	b3180	ygfB	yhbY	ECK2904|JW5473	ECK3169|JW3147	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A8C4	-	NP_417385	P0AGK4	-	NP_417647	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568621	945279	945279	849657	849657	b2531	b2531	iscR	iscR	ECK2528|JW2515|yfhP	ECK2528|JW2515|yfhP	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AGK8	-	NP_417026	P0AGK8	-	NP_417026	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568622	944963	947804	849360	852116	b2712	b3304	hypF	rplR	ECK2707|JW5433|hydA	ECK3291|JW3266	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P30131	-	NP_417192	P0C018	-	NP_417763	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568623	948677	947804	852969	852116	b4158	b3304	yjeO	rplR	ECK4154|JW4119	ECK3291|JW3266	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P39284	-	NP_418582	P0C018	-	NP_417763	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568624	948192	948192	852497	852497	b3686	b3686	ibpB	ibpB	ECK3678|JW3663|hslS|htpE	ECK3678|JW3663|hslS|htpE	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0C058	-	NP_418141	P0C058	-	NP_418141	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568625	946043	946043	850404	850404	b1482	b1482	osmC	osmC	ECK1476|JW1477	ECK1476|JW1477	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0C0L2	-	NP_415999	P0C0L2	-	NP_415999	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568626	945429	945241	849803	849624	b0740	b0633	tolB	rlpA	ECK0729|JW5100	ECK0626|JW0628	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A855	-	NP_415268	P10100	-	NP_415166	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568627	947102	947978	851437	852287	b2610	b3464	ffh	ftsY	ECK2607|JW5414	ECK3448|JW3429	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AGD7	-	NP_417101	P10121	-	NP_417921	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568628	948264	945435	852566	849809	b3749	b0809	rbsA	glnQ	ECK3743|JW3728|rbsP|rbsT	ECK0798|JW0794	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P04983	-	NP_418205	P10346	-	NP_415330	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568629	945435	945435	849809	849809	b0809	b0809	glnQ	glnQ	ECK0798|JW0794	ECK0798|JW0794	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P10346	-	NP_415330	P10346	-	NP_415330	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568630	946178	947426	850538	851747	b0595	b0594	entB	entE	ECK0588|JW0587|entG	ECK0587|JW0586	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0ADI4	-	NP_415127	P10378	-	NP_415126	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568631	948218	944877	852520	849277	b3701	b0184	dnaN	dnaE	ECK3693|JW3678	ECK0183|JW0179|polC|sdgC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A988	-	NP_418156	P10443	-	NP_414726	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568632	947573	944877	851889	849277	b0640	b0184	holA	dnaE	ECK0633|JW0635	ECK0183|JW0179|polC|sdgC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P28630	-	NP_415173	P10443	-	NP_414726	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568633	945211	944877	849596	849277	b0600	b0184	ybdL	dnaE	ECK0594|JW0593	ECK0183|JW0179|polC|sdgC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77806	-	NP_415133	P10443	-	NP_414726	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568634	946710	944797	851051	849198	b2213	b4016	ada	aceK	ECK2205|JW2201	ECK4008|JW3976	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P06134	-	NP_416717	P11071	-	NP_418440	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568635	946662	944797	851004	849198	b2134	b4016	pbpG	aceK	ECK2127|JW5355|psv|yohB	ECK4008|JW3976	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AFI5	-	NP_416638	P11071	-	NP_418440	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568636	945370	944797	849746	849198	b0775	b4016	bioB	aceK	ECK0764|JW0758	ECK4008|JW3976	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P12996	-	NP_415296	P11071	-	NP_418440	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568637	946659	944797	851001	849198	b2129	b4016	yehX	aceK	ECK2122|JW2117	ECK4008|JW3976	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P33360	-	NP_416633	P11071	-	NP_418440	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568638	947600	944797	851916	849198	b3087	b4016	ygjR	aceK	ECK3077|JW3058	ECK4008|JW3976	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P42599	-	NP_417558	P11071	-	NP_418440	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568639	945755	944797	850122	849198	b1191	b4016	cvrA	aceK	ECK1179|JW5184|ycgO	ECK4008|JW3976	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P76007	-	NP_415709	P11071	-	NP_418440	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568640	945999	945780	850360	850147	b1468	b1225	narZ	narH	ECK1462|JW1463|chlZ	ECK1219|JW1216|chlC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P19319	-	NP_415985	P11349	-	NP_415743	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568641	947049	945351	851387	849727	b2574	b0750	nadB	nadA	ECK2572|JW2558|nic|nicB	ECK0739|JW0733|nicA	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P10902	-	NP_417069	P11458	-	NP_415271	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568642	946022	946022	850383	850383	b2803	b2803	fucK	fucK	ECK2798|JW2774	ECK2798|JW2774	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P11553	-	NP_417283	P11553	-	NP_417283	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568643	946838	948234	851179	852536	b4290	b3721	fecB	bglB	ECK4280|JW4250	ECK3714|JW3699	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P15028	-	NP_418710	P11988	-	NP_418177	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568644	948235	948235	852537	852537	b3723	b3723	bglG	bglG	ECK3716|JW3701|bglC|bglR|bglS	ECK3716|JW3701|bglC|bglR|bglS	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P11989	-	NP_418179	P11989	-	NP_418179	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568645	945454	945454	849828	849828	b0827	b0827	moeA	moeA	ECK0817|JW0811|bisB|chlE|narE	ECK0817|JW0811|bisB|chlE|narE	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P12281	-	NP_415348	P12281	-	NP_415348	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568646	948425	945370	852722	849746	b3936	b0775	rpmE	bioB	ECK3928|JW3907	ECK0764|JW0758	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0A7M9	-	NP_418371	P12996	-	NP_415296	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568647	947797	945370	852109	849746	b3302	b0775	rpmD	bioB	ECK3289|JW3264	ECK0764|JW0758	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P0AG51	-	NP_417761	P12996	-	NP_415296	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568648	949082	945370	853323	849746	b1928	b0775	yedD	bioB	ECK1927|JW1913	ECK0764|JW0758	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P31063	-	NP_416438	P12996	-	NP_415296	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568649	948746	945370	853035	849746	b4227	b0775	ytfQ	bioB	ECK4223|JW4186	ECK0764|JW0758	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P39325	-	NP_418648	P12996	-	NP_415296	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568650	947615	945370	851931	849746	b3102	b0775	yqjG	bioB	ECK3093|JW3073	ECK0764|JW0758	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P42620	-	NP_417573	P12996	-	NP_415296	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568651	946035	948384	850396	852681	b1474	b3891	fdnG	fdhE	ECK1468|JW1470	ECK3884|JW3862	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P24183	-	NP_415991	P13024	-	NP_418327	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568652	945211	946733	849596	851074	b0600	b2242	ybdL	glpB	ECK0594|JW0593	ECK2234|JW2236|glpC|psi-51	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P77806	-	NP_415133	P13033	-	NP_416745	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568653	947148	947148	851480	851480	b2677	b2677	proV	proV	ECK2671|JW2652|osrA|proU	ECK2671|JW2652|osrA|proU	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P14175	-	NP_417163	P14175	-	NP_417163	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568654	948890	946141	853167	850501	b4372	b1763	holD	topB	ECK4363|JW4334	ECK1761|JW1752|mutR	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P28632	-	NP_418789	P14294	-	NP_416277	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568655	948829	944818	853109	849219	b4301	b0088	sgcE	murD	ECK4290|JW4263|yjhK	ECK0089|JW0086	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P39362	-	NP_418721	P14900	-	NP_414630	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568656	949122	949122	853362	853362	b4346	b4346	mcrB	mcrB	ECK4336|JW5871|rglB	ECK4336|JW5871|rglB	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P15005	-	NP_418766	P15005	-	NP_418766	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568657	947755	946227	852067	850587	b3806	b0962	cyaA	helD	ECK3800|JW3778|cya	ECK0953|JW0945|srjB	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P00936	-	NP_418250	P15038	-	NP_415482	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568658	944761	946885	849163	851225	b0026	b2411	ileS	ligA	ECK0027|JW0024|ilvS	ECK2406|JW2403|dnaL|lig|lop|pdeC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P00956	-	NP_414567	P15042	-	NP_416906	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568659	948261	946885	852563	851225	b3751	b2411	rbsB	ligA	ECK3745|JW3730|prlB|rbsP	ECK2406|JW2403|dnaL|lig|lop|pdeC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P02925	-	NP_418207	P15042	-	NP_416906	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568660	945862	946885	850229	851225	b1274	b2411	topA	ligA	ECK1268|JW1266|asuA?|supX	ECK2406|JW2403|dnaL|lig|lop|pdeC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P06612	-	NP_415790	P15042	-	NP_416906	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568661	946885	946885	851225	851225	b2411	b2411	ligA	ligA	ECK2406|JW2403|dnaL|lig|lop|pdeC	ECK2406|JW2403|dnaL|lig|lop|pdeC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P15042	-	NP_416906	P15042	-	NP_416906	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568662	944819	946885	849220	851225	b0139	b2411	htrE	ligA	ECK0138|JW0135	ECK2406|JW2403|dnaL|lig|lop|pdeC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P33129	-	NP_414681	P15042	-	NP_416906	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568663	948776	946885	853063	851225	b4253	b2411	yjgL	ligA	ECK4246|JW5757	ECK2406|JW2403|dnaL|lig|lop|pdeC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P39336	-	NP_418674	P15042	-	NP_416906	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
2568664	945390	946885	849765	851225	b0780	b2411	ybhK	ligA	ECK0769|JW0763	ECK2406|JW2403|dnaL|lig|lop|pdeC	Two-hybrid	physical	Rajagopala SV (2014)	PUBMED:24561554	511145	511145	High Throughput	-	-	-	-	BIOGRID	P75767	-	NP_415301	P15042	-	NP_416906	-	-	-	-	-	-	Escherichia coli (K12/MG1655)	Escherichia coli (K12/MG1655)
